author	Issue	zeroclaw-labs/zeroclaw	6642	[Feature]: Capture full prompt/completion on llm.call spans via gen_ai.input.messages / gen_ai.output.messages	2026-06-27T01:49:46Z	https://github.com/zeroclaw-labs/zeroclaw/issues/6642	23865180247
mention	PullRequest	zeroclaw-labs/zeroclaw	6893	feat(infra): multi-database session backends (Postgres, Oracle, MySQL, Db2)	2026-06-27T01:39:35Z	https://github.com/zeroclaw-labs/zeroclaw/pull/6893	23984901206
review_requested	PullRequest	zeroclaw-labs/zeroclaw	8380	feat(cost): offline pricing catalog + cost/org RPC + dashboard period/org views	2026-06-27T01:16:21Z	https://github.com/zeroclaw-labs/zeroclaw/pull/8380	24390142925
review_requested	PullRequest	zeroclaw-labs/zeroclaw	7946	feat(runtime): add model context window ctx bar to zerocode tui, gateway agent chat, and command line interactive mode.	2026-06-27T00:27:33Z	https://github.com/zeroclaw-labs/zeroclaw/pull/7946	24289383366
review_requested	PullRequest	zeroclaw-labs/zeroclaw	8129	ci(workflows): add cargo-audit step to PR gate, sync advisory ignores	2026-06-26T18:47:01Z	https://github.com/zeroclaw-labs/zeroclaw/pull/8129	24320721661
mention	PullRequest	zeroclaw-labs/zeroclaw	8029	fix(providers): distinguish missing vs expired OpenAI Codex credentials	2026-06-26T18:28:08Z	https://github.com/zeroclaw-labs/zeroclaw/pull/8029	24303450178
review_requested	PullRequest	zeroclaw-labs/zeroclaw	8273	test(plugins): cover WasmTool accessors and default schema	2026-06-26T16:50:30Z	https://github.com/zeroclaw-labs/zeroclaw/pull/8273	24348762254
review_requested	PullRequest	zeroclaw-labs/zeroclaw	8222	test(runtime): pin approval-required and control branches of should_execute_tools_in_parallel (#7686)	2026-06-26T16:39:11Z	https://github.com/zeroclaw-labs/zeroclaw/pull/8222	24335627417
review_requested	PullRequest	zeroclaw-labs/zeroclaw	8172	feat(plugins): honor configured signature policy when loading plugin tools	2026-06-26T15:56:18Z	https://github.com/zeroclaw-labs/zeroclaw/pull/8172	24326404472
review_requested	PullRequest	zeroclaw-labs/zeroclaw	8055	test(install): cover target triple detection	2026-06-26T15:52:40Z	https://github.com/zeroclaw-labs/zeroclaw/pull/8055	24309122264
review_requested	PullRequest	zeroclaw-labs/zeroclaw	8225	fix(deps): bump lru and strum versions to deduplicate lockfile       	2026-06-26T15:26:15Z	https://github.com/zeroclaw-labs/zeroclaw/pull/8225	24336021563
review_requested	PullRequest	zeroclaw-labs/zeroclaw	8354	fix(deps): bump dependencies to clear open security advisories	2026-06-26T14:21:28Z	https://github.com/zeroclaw-labs/zeroclaw/pull/8354	24383423876
review_requested	PullRequest	zeroclaw-labs/zeroclaw	8340	chore(deps): bump opentelemetry_sdk from 0.31.0 to 0.32.1	2026-06-26T14:16:13Z	https://github.com/zeroclaw-labs/zeroclaw/pull/8340	24378453711
review_requested	PullRequest	zeroclaw-labs/zeroclaw	8149	fix(plugins): use unwrap_or_else for mutex lock to tolerate poison	2026-06-26T14:11:51Z	https://github.com/zeroclaw-labs/zeroclaw/pull/8149	24323601555
mention	Issue	zeroclaw-labs/zeroclaw	6407	[Bug]: Generated i18n catalogs translate code literals and invent docs content	2026-06-26T13:58:31Z	https://github.com/zeroclaw-labs/zeroclaw/issues/6407	23773858591
review_requested	PullRequest	zeroclaw-labs/zeroclaw	7019	fix(channels): transcode Telegram TTS to Opus and wire typed STT provider	2026-06-26T13:49:17Z	https://github.com/zeroclaw-labs/zeroclaw/pull/7019	24055912160
review_requested	PullRequest	zeroclaw-labs/zeroclaw	8325	feat(gateway): add LAN peer discovery hints	2026-06-26T12:10:50Z	https://github.com/zeroclaw-labs/zeroclaw/pull/8325	24367568095
mention	PullRequest	zeroclaw-labs/zeroclaw	6297	feat(channels): expose poll-vote / interactive-reply events; add Channel::send_choice	2026-06-26T17:56:27Z	https://github.com/zeroclaw-labs/zeroclaw/pull/6297	23745590821
mention	PullRequest	zeroclaw-labs/zeroclaw	8030	feat(doctor): warn on OpenAI Codex profile/slot wiring mismatch	2026-06-26T18:10:32Z	https://github.com/zeroclaw-labs/zeroclaw/pull/8030	24303451893
review_requested	PullRequest	zeroclaw-labs/zeroclaw	7915	fix(skills): restore always: true frontmatter flag for compact prompt mode	2026-06-26T18:08:45Z	https://github.com/zeroclaw-labs/zeroclaw/pull/7915	24280735059
review_requested	PullRequest	zeroclaw-labs/zeroclaw	8261	feat(skills): add opt-in bounded SKILL.md reflection for skill creation	2026-06-26T10:59:43Z	https://github.com/zeroclaw-labs/zeroclaw/pull/8261	24348049066
author	Issue	zeroclaw-labs/zeroclaw	7816	[Feature]: Pluggable skill registries — keep GitHub repo as default tier, add flagged external + user-configured registries	2026-06-26T18:05:55Z	https://github.com/zeroclaw-labs/zeroclaw/issues/7816	24264495077
author	Issue	zeroclaw-labs/zeroclaw	7861	[Feature]: Surface security-audit-skipped skills (e.g. bundled shell scripts) in `zeroclaw skills list`	2026-06-26T18:06:53Z	https://github.com/zeroclaw-labs/zeroclaw/issues/7861	24272803835
mention	PullRequest	zeroclaw-labs/zeroclaw	6693	feat(memory): add dream mode for periodic memory consolidation	2026-06-26T17:58:55Z	https://github.com/zeroclaw-labs/zeroclaw/pull/6693	23892464592
mention	PullRequest	zeroclaw-labs/zeroclaw	7797	feat(memory): per-agent opt-in dream mode	2026-06-26T18:05:31Z	https://github.com/zeroclaw-labs/zeroclaw/pull/7797	24262462552
assign	Issue	zeroclaw-labs/zeroclaw	5849	[Feature]: Dream Mode — Periodic Memory Consolidation & Reflective Learning	2026-06-26T17:55:01Z	https://github.com/zeroclaw-labs/zeroclaw/issues/5849	23601935016
author	Issue	zeroclaw-labs/zeroclaw	7794	[Feature]: Per-agent opt-in Dream Mode + action-surface parity (chat command, gateway Dreams view)	2026-06-26T18:05:27Z	https://github.com/zeroclaw-labs/zeroclaw/issues/7794	24262264374
ci_activity	CheckSuite	JordanTheJet/zeroclaw		sync fork with upstream workflow run failed for master branch	2026-06-26T08:28:24Z	https://github.com/JordanTheJet/zeroclaw	24380983923
review_requested	PullRequest	zeroclaw-labs/zeroclaw	8347	docs(readme): mention robot-kit in hardware capability bullet	2026-06-26T06:18:27Z	https://github.com/zeroclaw-labs/zeroclaw/pull/8347	24379779150
review_requested	PullRequest	zeroclaw-labs/zeroclaw	8234	chore(release): bump version to v0.8.2 and add changelog	2026-06-26T03:03:24Z	https://github.com/zeroclaw-labs/zeroclaw/pull/8234	24343589663
author	PullRequest	zeroclaw-labs/zeroclaw	8313	feat(skills): default to compact injection, deprecate full mode	2026-06-26T13:06:29Z	https://github.com/zeroclaw-labs/zeroclaw/pull/8313	24364394923
mention	PullRequest	zeroclaw-labs/zeroclaw	6718	feat(skills): document work queue query in issue triage skill	2026-06-26T17:59:25Z	https://github.com/zeroclaw-labs/zeroclaw/pull/6718	23896711802
mention	PullRequest	zeroclaw-labs/zeroclaw	6716	feat(skills): add pr-architecture-check advisory review skill	2026-06-26T17:59:12Z	https://github.com/zeroclaw-labs/zeroclaw/pull/6716	23896705448
review_requested	PullRequest	zeroclaw-labs/zeroclaw	8274	fix(gateway): require auth on A2A task invocation, leave discovery cards public	2026-06-25T14:13:08Z	https://github.com/zeroclaw-labs/zeroclaw/pull/8274	24349374222
mention	PullRequest	zeroclaw-labs/zeroclaw	6946	feat(mcp): expose resource and prompt bridge tools	2026-06-26T18:00:32Z	https://github.com/zeroclaw-labs/zeroclaw/pull/6946	24000370725
review_requested	PullRequest	zeroclaw-labs/zeroclaw	8190	fix(skills): stop flagging remote markdown documentation links in skill audit	2026-06-25T08:48:20Z	https://github.com/zeroclaw-labs/zeroclaw/pull/8190	24330990340
comment	Issue	zeroclaw-labs/zeroclaw	5903	[Bug]: MCP stdio child processes accumulate on daemon with heartbeat.enabled=true (one orphan per tick)	2026-06-26T17:55:12Z	https://github.com/zeroclaw-labs/zeroclaw/issues/5903	23610286854
mention	PullRequest	zeroclaw-labs/zeroclaw	8084	fix(doctor): pass Config to provider_validation_error for custom providers	2026-06-25T07:44:17Z	https://github.com/zeroclaw-labs/zeroclaw/pull/8084	24314102467
review_requested	PullRequest	zeroclaw-labs/zeroclaw	8318	fix(memory): keep sqlite sessions out of hygiene archives	2026-06-25T06:59:16Z	https://github.com/zeroclaw-labs/zeroclaw/pull/8318	24365645549
review_requested	PullRequest	zeroclaw-labs/zeroclaw	8278	fix(channels): add missing subject field to voice_wake ChannelMessage	2026-06-25T04:46:39Z	https://github.com/zeroclaw-labs/zeroclaw/pull/8278	24350410475
review_requested	PullRequest	zeroclaw-labs/zeroclaw	7771	fix(observability): propagate channel, agent_alias and turn_id to agent lifecycle observer events	2026-06-25T03:30:58Z	https://github.com/zeroclaw-labs/zeroclaw/pull/7771	24254186667
author	Issue	zeroclaw-labs/zeroclaw	8309	[Feature]: SkillForge (#144) is orphaned — wire up with safe defaults or remove?	2026-06-26T14:09:12Z	https://github.com/zeroclaw-labs/zeroclaw/issues/8309	24363924487
review_requested	PullRequest	zeroclaw-labs/zeroclaw	7098	feat(channel/mattermost): add optional WebSocket listener mode	2026-06-24T04:37:45Z	https://github.com/zeroclaw-labs/zeroclaw/pull/7098	24085047492
mention	PullRequest	zeroclaw-labs/zeroclaw	8262	fix(skills): correct "ClawhHub" typo in skill installer messages	2026-06-24T03:59:41Z	https://github.com/zeroclaw-labs/zeroclaw/pull/8262	24348186387
ci_activity	CheckSuite	zeroclaw-labs/zeroclaw		Validate PR title workflow run failed for fix/clawhub-typo branch	2026-06-24T02:06:02Z	https://github.com/zeroclaw-labs/zeroclaw	24348188203
review_requested	PullRequest	zeroclaw-labs/zeroclaw	8247	fix(windows): share cmd shell command construction	2026-06-26T18:14:43Z	https://github.com/zeroclaw-labs/zeroclaw/pull/8247	24346874592
mention	Issue	zeroclaw-labs/zeroclaw	8075	Keybinds vs. OS globals	2026-06-24T01:02:02Z	https://github.com/zeroclaw-labs/zeroclaw/issues/8075	24310884596
review_requested	PullRequest	zeroclaw-labs/zeroclaw	8048	fix(runtime): keep tool-result content under context pressure; honor history_pruning config	2026-06-23T17:15:24Z	https://github.com/zeroclaw-labs/zeroclaw/pull/8048	24306885509
review_requested	PullRequest	zeroclaw-labs/zeroclaw	8020	ci(quality-gate): align strict clippy gate with CI (--features ci-all)	2026-06-23T15:39:36Z	https://github.com/zeroclaw-labs/zeroclaw/pull/8020	24301090665
review_requested	PullRequest	zeroclaw-labs/zeroclaw	8023	fix(mcp): stop leaking stdio child processes per heartbeat tick	2026-06-23T15:39:18Z	https://github.com/zeroclaw-labs/zeroclaw/pull/8023	24301573329
mention	PullRequest	zeroclaw-labs/zeroclaw	8206	feat(sop): durable SQLite run-state store and live run metrics	2026-06-23T13:51:56Z	https://github.com/zeroclaw-labs/zeroclaw/pull/8206	24333678398
review_requested	PullRequest	zeroclaw-labs/zeroclaw	8185	feat(runtime): suggest cached extra registry skills	2026-06-23T11:41:16Z	https://github.com/zeroclaw-labs/zeroclaw/pull/8185	24329862983
review_requested	PullRequest	zeroclaw-labs/zeroclaw	8111	docs(maintainers): standardize label spelling	2026-06-23T11:38:37Z	https://github.com/zeroclaw-labs/zeroclaw/pull/8111	24318064220
review_requested	PullRequest	zeroclaw-labs/zeroclaw	7956	fix(tests): make process fixtures portable on Windows	2026-06-23T11:37:31Z	https://github.com/zeroclaw-labs/zeroclaw/pull/7956	24292814718
mention	Issue	zeroclaw-labs/zeroclaw	5918	plugins: SSRF protection for zc_http_request host function	2026-06-23T11:35:07Z	https://github.com/zeroclaw-labs/zeroclaw/issues/5918	23613019739
review_requested	PullRequest	zeroclaw-labs/zeroclaw	8128	feat(plugins): add SSRF guard to zc_http_request host function	2026-06-23T11:35:07Z	https://github.com/zeroclaw-labs/zeroclaw/pull/8128	24320478429
review_requested	PullRequest	zeroclaw-labs/zeroclaw	8137	feat(plugins): scope plugin config per-alias and remove raw env access	2026-06-23T11:04:54Z	https://github.com/zeroclaw-labs/zeroclaw/pull/8137	24321543857
mention	Issue	zeroclaw-labs/zeroclaw	5919	plugins: zc_env_read allowlist — restrict plugin access to env vars	2026-06-23T11:04:54Z	https://github.com/zeroclaw-labs/zeroclaw/issues/5919	23613021324
ci_activity	CheckSuite	JordanTheJet/zeroclaw		sync fork with upstream workflow run failed for master branch	2026-06-23T08:28:20Z	https://github.com/JordanTheJet/zeroclaw	24336737405
mention	PullRequest	zeroclaw-labs/zeroclaw	8215	feat(sop): frame untrusted trigger payloads before the model prompt	2026-06-23T07:02:48Z	https://github.com/zeroclaw-labs/zeroclaw/pull/8215	24334149552
review_requested	PullRequest	zeroclaw-labs/zeroclaw	8179	feat(turn): add ResolvedAgentExecution::resolve and route prod turn paths	2026-06-23T07:02:45Z	https://github.com/zeroclaw-labs/zeroclaw/pull/8179	24328118059
review_requested	PullRequest	zeroclaw-labs/zeroclaw	8169	feat(docs): move translation catalogues to git submodule (#8143)	2026-06-23T05:22:01Z	https://github.com/zeroclaw-labs/zeroclaw/pull/8169	24326236534
review_requested	PullRequest	zeroclaw-labs/zeroclaw	7763	feat(gateway): A2A agent discovery surface	2026-06-23T04:27:31Z	https://github.com/zeroclaw-labs/zeroclaw/pull/7763	24253251987
mention	PullRequest	zeroclaw-labs/zeroclaw	8133	feat(presets): redefine Balanced as the trusted-local daily driver	2026-06-23T04:09:00Z	https://github.com/zeroclaw-labs/zeroclaw/pull/8133	24321406823
review_requested	PullRequest	zeroclaw-labs/zeroclaw	8199	fix(zerocode): initialize MCP for Chat TUI sessions	2026-06-23T02:01:48Z	https://github.com/zeroclaw-labs/zeroclaw/pull/8199	24332607875
review_requested	PullRequest	zeroclaw-labs/zeroclaw	8191	docs(rustdoc): quiet warning links	2026-06-23T01:38:02Z	https://github.com/zeroclaw-labs/zeroclaw/pull/8191	24331198849
mention	PullRequest	zeroclaw-labs/zeroclaw-skills	14	fix: harmonize git-assistant and code-reviewer manifest descriptions	2026-06-23T00:52:33Z	https://github.com/zeroclaw-labs/zeroclaw-skills/pull/14	23861269501
review_requested	PullRequest	zeroclaw-labs/zeroclaw	8079	fix(channels): add env-based credential fallback for OpenAI STT provider	2026-06-23T00:23:30Z	https://github.com/zeroclaw-labs/zeroclaw/pull/8079	24312086970
author	Issue	zeroclaw-labs/zeroclaw	8088	[Bug]: model_switch list_models returns a hardcoded, stale model list and ignores the existing models.dev catalog	2026-06-22T22:19:09Z	https://github.com/zeroclaw-labs/zeroclaw/issues/8088	24314640970
author	Issue	zeroclaw-labs/zeroclaw	8043	RFC: Retire the standalone aardvark-sys crate (fold into zeroclaw-hardware)	2026-06-26T13:45:11Z	https://github.com/zeroclaw-labs/zeroclaw/issues/8043	24305067942
review_requested	PullRequest	zeroclaw-labs/zeroclaw	8156	refactor(turn): bundle per-agent ToolLoop fields into ResolvedAgentExecution	2026-06-22T13:15:19Z	https://github.com/zeroclaw-labs/zeroclaw/pull/8156	24324626244
ci_activity	CheckSuite	zeroclaw-labs/zeroclaw		Quality Gate workflow run failed for feat/wasm-wit-plugin-runtime branch	2026-06-22T08:29:40Z	https://github.com/zeroclaw-labs/zeroclaw	24322221577
mention	Issue	litang9/big_model_radar	100	🦞 OpenClaw 生态日报 2026-06-22	2026-06-22T05:41:48Z	https://github.com/litang9/big_model_radar/issues/100	24320556579
assign	Issue	zeroclaw-labs/zeroclaw	7025	[Bug]: read_skill cannot load plugin-bundled skills the prompt advertises	2026-06-22T05:16:31Z	https://github.com/zeroclaw-labs/zeroclaw/issues/7025	24057956000
review_requested	PullRequest	zeroclaw-labs/zeroclaw	8124	Fix zeroclaw PR #7720 (branch feat/whatsapp-allowed-groups, repo zeroclaw-labs/zeroclaw) t (#7720)	2026-06-22T03:20:49Z	https://github.com/zeroclaw-labs/zeroclaw/pull/8124	24319523063
review_requested	PullRequest	zeroclaw-labs/zeroclaw	8123	Fix zeroclaw PR #7720 (branch feat/whatsapp-allowed-groups, repo zeroclaw-labs/zeroclaw) t (#7720)	2026-06-22T03:20:47Z	https://github.com/zeroclaw-labs/zeroclaw/pull/8123	24319486481
review_requested	PullRequest	zeroclaw-labs/zeroclaw	7926	fix(runtime): restore SKILL.md always: true for compact prompt mode (#7904)	2026-06-22T01:44:39Z	https://github.com/zeroclaw-labs/zeroclaw/pull/7926	24283146162
review_requested	PullRequest	zeroclaw-labs/zeroclaw	7962	fix(skills): guard truncate_output against UTF-8 char boundaries	2026-06-22T01:21:48Z	https://github.com/zeroclaw-labs/zeroclaw/pull/7962	24293132877
author	PullRequest	zeroclaw-labs/zeroclaw	7827	feat(skills): user-configured extra skill registries via registry:<name>/<skill>	2026-06-22T01:05:38Z	https://github.com/zeroclaw-labs/zeroclaw/pull/7827	24265631960
author	Issue	zeroclaw-labs/zeroclaw	8095	[Bug]: install.sh installs arm64 prebuilt on Intel Macs ("bad CPU type in executable")	2026-06-22T00:32:42Z	https://github.com/zeroclaw-labs/zeroclaw/issues/8095	24316024648
author	PullRequest	zeroclaw-labs/zeroclaw	8096	fix(install): detect Intel vs Apple Silicon for prebuilt target triple	2026-06-22T00:32:41Z	https://github.com/zeroclaw-labs/zeroclaw/pull/8096	24316069753
review_requested	PullRequest	zeroclaw-labs/zeroclaw	7819	fix(runtime): base missing-skill suggestions on effective tool set in process_message path	2026-06-21T23:22:27Z	https://github.com/zeroclaw-labs/zeroclaw/pull/7819	24264633650
review_requested	PullRequest	zeroclaw-labs/zeroclaw	8061	docs(plugin): align plugin docs with WIT target	2026-06-21T21:32:42Z	https://github.com/zeroclaw-labs/zeroclaw/pull/8061	24309356419
review_requested	PullRequest	zeroclaw-labs/zeroclaw	8091	Feat/duckduckgo crate	2026-06-21T13:23:22Z	https://github.com/zeroclaw-labs/zeroclaw/pull/8091	24314925260
review_requested	PullRequest	zeroclaw-labs/zeroclaw	7992	chore(deps): unyank bitcoin crates in Cargo.lock	2026-06-21T01:54:05Z	https://github.com/zeroclaw-labs/zeroclaw/pull/7992	24294504711
review_requested	PullRequest	zeroclaw-labs/zeroclaw	7922	feat(channels/discord): slash command localizations + guild scope	2026-06-21T00:50:53Z	https://github.com/zeroclaw-labs/zeroclaw/pull/7922	24281648859
author	PullRequest	zeroclaw-labs/zeroclaw	8038	feat(install): add zeroclaw to PATH automatically, with --no-modify-path opt-out	2026-06-20T21:56:25Z	https://github.com/zeroclaw-labs/zeroclaw/pull/8038	24304736726
mention	Issue	zeroclaw-labs/zeroclaw	7950	[Feature]: Request for docker images to include zeroclaw docs	2026-06-20T20:14:14Z	https://github.com/zeroclaw-labs/zeroclaw/issues/7950	24291642278
author	Issue	zeroclaw-labs/zeroclaw	6641	[Feature]: Turn-level OTel trace correlation — nest llm.call / tool.call / memory.* spans under a single turn trace	2026-06-20T20:15:08Z	https://github.com/zeroclaw-labs/zeroclaw/issues/6641	23865178217
review_requested	PullRequest	zeroclaw-labs/zeroclaw	8021	feat(skills): typed slash-command options in SKILL.md frontmatter	2026-06-20T04:01:31Z	https://github.com/zeroclaw-labs/zeroclaw/pull/8021	24301143837
mention	Issue	thanhtantran/agents-radar	173	🦞 Bản tin hàng ngày hệ sinh thái OpenClaw 2026-06-20	2026-06-20T02:04:21Z	https://github.com/thanhtantran/agents-radar/issues/173	24304540551
ci_activity	CheckSuite	JordanTheJet/zeroclaw		Quality Gate workflow run failed for zeroclaw-onboard-default branch	2026-06-19T23:06:12Z	https://github.com/JordanTheJet/zeroclaw	24303690829
review_requested	PullRequest	zeroclaw-labs/zeroclaw	7997	feat(runtime): universal ingress policy layer (default Loop)	2026-06-19T18:08:00Z	https://github.com/zeroclaw-labs/zeroclaw/pull/7997	24294965353
review_requested	PullRequest	zeroclaw-labs/zeroclaw	7963	fix(gateway): dashboard Skills page reflects an agent's effective skills	2026-06-19T18:05:42Z	https://github.com/zeroclaw-labs/zeroclaw/pull/7963	24293158819
review_requested	PullRequest	zeroclaw-labs/zeroclaw	7987	fix(tunnel): show option-backed providers on fresh configs	2026-06-19T16:27:36Z	https://github.com/zeroclaw-labs/zeroclaw/pull/7987	24294261153
review_requested	PullRequest	zeroclaw-labs/zeroclaw	7989	fix(channels/telegram): dispatch media groups as a single agent request	2026-06-19T16:27:32Z	https://github.com/zeroclaw-labs/zeroclaw/pull/7989	24294337258
review_requested	PullRequest	zeroclaw-labs/zeroclaw	7976	[Tracker]: audit byte-limited string truncation for UTF-8 char-boundary safety. Work in th (#7828)	2026-06-19T15:09:26Z	https://github.com/zeroclaw-labs/zeroclaw/pull/7976	24293941606
review_requested	PullRequest	zeroclaw-labs/zeroclaw	7969	refactor(runtime): bundle run_tool_call_loop args into a ToolLoop struct	2026-06-19T10:04:01Z	https://github.com/zeroclaw-labs/zeroclaw/pull/7969	24293716543
ci_activity	CheckSuite	JordanTheJet/zeroclaw		sync fork with upstream workflow run failed for master branch	2026-06-19T08:59:26Z	https://github.com/JordanTheJet/zeroclaw	24296055836
state_change	Issue	zeroclaw-labs/zeroclaw	5221	[Bug]: Model cost not captured for schedules, command line and web agents	2026-06-19T02:26:36Z	https://github.com/zeroclaw-labs/zeroclaw/issues/5221	23445503868
review_requested	PullRequest	zeroclaw-labs/zeroclaw	7938	chore(release): bump version to 0.8.1	2026-06-19T01:27:10Z	https://github.com/zeroclaw-labs/zeroclaw/pull/7938	24286674835
mention	PullRequest	zeroclaw-labs/zeroclaw	7939	docs(i18n): refresh fluent strings and mdbook catalogs for v0.8.1	2026-06-19T00:03:31Z	https://github.com/zeroclaw-labs/zeroclaw/pull/7939	24286925233
review_requested	PullRequest	zeroclaw-labs/zeroclaw	7906	fix(tests): cover Windows path and shell portability	2026-06-18T23:43:50Z	https://github.com/zeroclaw-labs/zeroclaw/pull/7906	24277134758
ci_activity	CheckSuite	JordanTheJet/zeroclaw		sync fork with upstream workflow run failed for master branch	2026-06-18T08:54:46Z	https://github.com/JordanTheJet/zeroclaw	24282179184
review_requested	PullRequest	zeroclaw-labs/zeroclaw	7844	feat(channels/discord): typed slash-command options + chunked interaction followups	2026-06-18T07:54:15Z	https://github.com/zeroclaw-labs/zeroclaw/pull/7844	24267005421
mention	Discussion	zeroclaw-labs/zeroclaw	2807	如何对接远端离线模型	2026-06-18T01:54:39Z	https://github.com/zeroclaw-labs/zeroclaw/discussions/2807	24255265466
ci_activity	CheckSuite	zeroclaw-labs/zeroclaw		Quality Gate workflow run failed for zc-up/fill-translations-fix branch	2026-06-17T17:17:21Z	https://github.com/zeroclaw-labs/zeroclaw	24274202820
ci_activity	CheckSuite	JordanTheJet/zeroclaw		Deploy mdBook docs to Pages workflow run failed for master branch	2026-06-17T15:51:40Z	https://github.com/JordanTheJet/zeroclaw	24273241375
ci_activity	CheckSuite	JordanTheJet/zeroclaw		Quality Gate workflow run failed for zeroclaw-factory/fix-fill-translations-leak-repair branch	2026-06-17T05:43:53Z	https://github.com/JordanTheJet/zeroclaw	24266238689
review_requested	PullRequest	zeroclaw-labs/zeroclaw	7637	fix(zerocode): auto-normalise agent alias input in quickstart	2026-06-17T04:35:09Z	https://github.com/zeroclaw-labs/zeroclaw/pull/7637	24231866300
ci_activity	CheckSuite	zeroclaw-labs/zeroclaw		Quality Gate workflow run failed for JordanTheJet/dream-mode branch	2026-06-16T21:11:29Z	https://github.com/zeroclaw-labs/zeroclaw	24262492367
mention	PullRequest	NNet-Dev/zeroclaw	14	feat(web): Operator Console review fast-follows — diagnostic states + UX polish [WIP]	2026-06-16T09:03:31Z	https://github.com/NNet-Dev/zeroclaw/pull/14	24253377044
mention	PullRequest	zeroclaw-labs/zeroclaw	5987	feat(nix): add flake.nix (contains rust app + web ui)	2026-06-26T17:55:24Z	https://github.com/zeroclaw-labs/zeroclaw/pull/5987	23637434553
review_requested	PullRequest	zeroclaw-labs/zeroclaw	6085	fix(config): default session_ttl_hours to 168h and trim history on seed	2026-06-17T19:52:18Z	https://github.com/zeroclaw-labs/zeroclaw/pull/6085	23669761376
mention	PullRequest	zeroclaw-labs/zeroclaw	5779	feat(security): add gated_commands TOTP gate for shell tool (phase 1)	2026-06-26T17:54:43Z	https://github.com/zeroclaw-labs/zeroclaw/pull/5779	23577382272
review_requested	PullRequest	zeroclaw-labs/zeroclaw	6595	fix(runtime): detach shell stdin	2026-06-17T19:52:17Z	https://github.com/zeroclaw-labs/zeroclaw/pull/6595	23847478544
mention	Issue	zeroclaw-labs/zeroclaw	6970	[Tracker]: v0.8.1 integration/channel/provider/tool queue and history	2026-06-19T02:21:03Z	https://github.com/zeroclaw-labs/zeroclaw/issues/6970	24022529525
review_requested	PullRequest	zeroclaw-labs/zeroclaw	6966	feat(obs): capture prompt/completion content on llm.call spans	2026-06-26T18:00:41Z	https://github.com/zeroclaw-labs/zeroclaw/pull/6966	24018694449
mention	Issue	zeroclaw-labs/zeroclaw	6808	RFC: Work Lanes, Board Automation, and Label Cleanup	2026-06-26T19:05:46Z	https://github.com/zeroclaw-labs/zeroclaw/issues/6808	23943601843
ci_activity	CheckSuite	zeroclaw-labs/zeroclaw		Validate PR title workflow run failed for JordanTheJet/fix-6173-model-switch-persist branch	2026-06-14T06:08:20Z	https://github.com/zeroclaw-labs/zeroclaw	24229165567
